race_id,athlete_id,sex,age,height,weight,reaction_time,lane,temperature,humidity,wind_speed,wind_direction,altitude,track_condition,season,sprint_time
R053,A0117,female,22.3,169.2,63.9,0.169,2,19.2,41.5,-0.63,ne,0,synthetic,spring,11.152
R053,A0256,male,20.8,181.2,76.0,0.187,7,13.1,71.6,-1.11,south,50,synthetic,autumn,10.136
R053,A0233,male,23.7,178.2,81.5,0.163,5,18.8,48.4,-1.2,sw,200,dry,spring,10.337
R053,A0166,female,19.2,166.5,66.4,0.188,2,16.9,85.6,0.97,east,50,synthetic,spring,11.179
R053,A0076,female,19.3,164.7,62.0,0.15,4,21.9,72.0,0.71,west,400,dry,summer,11.431
R053,A0043,male,21.1,179.8,71.1,0.137,2,17.2,73.2,0.57,south,0,dry,autumn,9.9
R053,A0274,female,22.1,164.2,60.9,0.168,5,19.1,35.5,-0.27,south,100,synthetic,spring,11.209
R053,A0081,female,23.8,164.4,66.4,0.205,8,24.1,56.5,1.81,east,200,dry,spring,10.928
R053,A0166,female,19.2,166.5,66.4,0.135,7,27.4,76.7,-2.5,ne,50,dry,summer,11.456
R053,A0235,male,25.8,173.5,70.0,0.172,3,18.3,45.3,-1.74,south,400,dry,spring,9.912
R053,A0117,female,22.3,169.2,63.9,0.145,8,17.9,39.8,1.29,north,0,dry,spring,11.007
R053,A0141,female,22.0,162.5,58.8,0.183,6,28.1,52.9,1.66,se,50,dry,summer,11.077
R053,A0115,female,18.0,168.2,65.1,0.179,7,18.5,64.8,-0.07,north,50,wet,summer,11.457
R053,A0044,female,18.0,166.6,54.7,0.155,7,17.4,40.3,-0.21,north,200,dry,spring,11.634
R053,A0072,male,25.8,186.4,75.0,0.153,1,15.5,59.7,-0.37,sw,0,dry,spring,10.384
R053,A0022,male,27.1,185.9,88.0,0.193,8,20.8,79.8,0.85,se,200,dry,spring,10.069
R053,A0180,male,20.6,181.0,67.2,0.168,6,23.2,71.2,-0.35,east,0,dry,summer,10.256
R053,A0199,female,23.6,175.7,55.1,0.212,4,19.9,69.4,-0.47,north,50,wet,autumn,11.502
R054,A0184,female,26.3,161.4,57.8,0.155,2,24.1,88.1,-1.97,se,0,synthetic,summer,11.487
R054,A0012,female,27.3,168.6,64.6,0.161,5,27.8,47.5,0.38,se,50,heavy,summer,11.176
R054,A0104,male,23.6,177.5,67.0,0.123,6,19.6,43.9,1.44,sw,100,wet,spring,9.879
R054,A0110,male,24.7,184.4,83.9,0.2,4,21.9,62.1,0.21,sw,800,synthetic,autumn,9.985
R054,A0233,male,23.7,178.2,81.5,0.171,5,30.7,67.6,-1.08,nw,50,wet,summer,10.383
R054,A0260,male,28.4,179.8,72.6,0.141,6,28.3,70.5,-0.59,south,0,dry,summer,10.361
R054,A0116,female,22.8,164.2,56.5,0.169,2,17.7,74.0,-1.09,south,0,dry,spring,11.324
R054,A0183,female,22.9,168.1,52.8,0.184,6,16.2,56.0,-0.0,south,50,wet,autumn,11.366
R054,A0199,female,23.6,175.7,55.1,0.176,8,27.5,47.6,0.99,north,400,synthetic,summer,11.333
R054,A0083,male,27.9,179.5,74.6,0.174,1,20.5,55.5,-0.38,south,800,heavy,spring,10.349
R054,A0267,female,23.1,174.0,59.3,0.208,6,23.5,52.9,-0.21,east,400,dry,spring,11.604
R054,A0007,male,22.0,184.9,77.5,0.191,2,16.7,89.0,0.73,se,100,dry,autumn,10.072
R054,A0122,female,19.7,169.9,63.7,0.183,7,27.5,52.8,1.46,south,50,wet,summer,11.08
R054,A0288,male,26.3,185.3,72.8,0.181,8,24.2,35.5,0.65,east,50,synthetic,summer,9.832
R054,A0053,female,23.5,163.1,60.3,0.157,6,16.8,51.4,0.23,west,0,dry,spring,11.262
R054,A0075,female,20.7,164.5,61.1,0.181,7,27.8,48.4,-0.05,south,200,synthetic,summer,10.963
R054,A0010,female,19.6,174.9,59.3,0.177,1,31.4,44.1,-0.05,sw,0,dry,summer,11.477
R054,A0289,male,19.0,185.5,77.6,0.17,4,19.4,35.3,0.35,north,400,dry,autumn,10.152
R054,A0250,female,19.0,165.6,54.5,0.164,2,20.4,45.0,0.4,north,50,wet,autumn,11.453
R054,A0249,female,23.5,171.4,56.1,0.214,8,16.2,73.8,0.46,nw,50,synthetic,autumn,11.461
R054,A0033,male,23.2,176.9,72.1,0.165,3,32.6,56.3,-0.76,south,1600,heavy,summer,10.286
R054,A0273,female,21.7,173.0,52.4,0.133,1,27.4,50.4,-0.79,sw,1200,synthetic,summer,11.058
R054,A0121,female,22.2,158.0,55.2,0.138,6,27.6,48.3,-0.67,se,0,dry,summer,11.298
R054,A0014,male,23.0,182.5,71.7,0.177,7,21.8,52.5,-0.67,se,100,dry,summer,10.391
R054,A0008,female,21.3,171.5,66.8,0.177,2,18.3,62.0,0.37,north,0,dry,spring,11.153
R054,A0022,male,27.1,185.9,88.0,0.15,5,16.4,60.9,0.38,sw,200,synthetic,spring,10.024
R054,A0299,female,19.0,169.5,63.2,0.165,4,27.2,55.9,0.29,nw,200,synthetic,summer,11.269
R054,A0072,male,25.8,186.4,75.0,0.128,4,21.4,75.1,0.64,ne,0,dry,summer,10.254
R054,A0280,female,21.7,170.8,56.9,0.213,7,29.1,55.6,0.68,east,0,dry,summer,11.08
R054,A0243,female,24.9,175.4,59.9,0.175,6,18.6,87.7,0.47,ne,1200,wet,autumn,11.915
R054,A0259,male,24.0,179.6,77.9,0.197,1,16.1,67.9,-1.67,ne,800,dry,autumn,10.602
R054,A0196,male,26.1,180.6,81.4,0.161,5,18.7,84.2,-1.97,west,0,dry,spring,10.106
R054,A0276,male,21.4,174.7,84.5,0.199,2,21.7,89.7,0.44,west,0,dry,spring,10.123
R054,A0192,female,25.2,170.4,61.0,0.167,7,26.6,51.2,-1.07,west,0,wet,summer,11.354
R054,A0025,male,27.8,175.8,78.8,0.201,1,24.1,42.8,-0.68,south,0,dry,summer,10.063
R054,A0299,female,19.0,169.5,63.2,0.182,2,26.3,77.5,-1.08,nw,0,synthetic,summer,11.476
R054,A0032,male,20.9,189.0,70.7,0.194,3,18.2,72.6,-0.63,south,200,dry,autumn,10.11
R054,A0117,female,22.3,169.2,63.9,0.181,7,25.4,65.2,-0.05,north,0,synthetic,spring,11.106
R054,A0178,male,25.5,177.3,73.7,0.204,5,19.9,72.9,-0.94,north,800,dry,autumn,10.158
R054,A0142,male,26.9,176.7,68.2,0.167,4,24.2,47.9,0.3,ne,0,synthetic,summer,10.091
R055,A0123,male,23.9,179.6,73.9,0.146,5,26.7,83.6,0.51,se,0,heavy,summer,9.877
R055,A0171,female,20.9,167.1,64.7,0.174,1,23.7,67.8,0.7,sw,50,dry,summer,11.196
R055,A0007,male,22.0,184.9,77.5,0.145,3,31.3,65.3,0.26,nw,800,dry,summer,10.078
R055,A0012,female,27.3,168.6,64.6,0.16,5,19.6,79.1,-1.89,sw,800,dry,autumn,11.237
R055,A0022,male,27.1,185.9,88.0,0.157,7,14.7,76.4,0.43,north,0,dry,autumn,10.081
R055,A0153,male,21.7,180.0,77.1,0.157,5,14.9,52.9,-0.21,north,200,dry,autumn,9.638
R055,A0042,male,24.0,176.3,75.1,0.196,7,25.7,48.1,1.66,north,0,synthetic,summer,10.035
R055,A0212,female,23.1,174.0,58.6,0.188,8,18.4,54.4,0.24,ne,800,dry,autumn,11.223
R055,A0169,male,19.2,187.0,74.1,0.178,5,14.1,86.7,1.3,ne,200,dry,autumn,10.472
R055,A0070,female,20.2,165.9,59.8,0.165,1,20.4,85.1,-0.68,ne,400,dry,spring,11.358
R055,A0064,male,21.9,183.2,85.0,0.174,5,20.2,42.3,-1.75,ne,0,dry,spring,10.165
R055,A0028,male,26.3,183.2,78.4,0.202,5,25.4,57.0,1.28,south,0,synthetic,summer,10.016
R055,A0127,female,23.6,164.5,61.2,0.182,8,31.8,40.9,-0.93,sw,0,dry,summer,11.631
R055,A0220,female,18.9,159.0,65.0,0.185,5,24.1,84.8,-0.47,nw,50,dry,spring,10.858
R055,A0286,male,21.1,179.7,76.0,0.187,6,32.4,55.3,-0.28,west,0,dry,summer,10.116
R055,A0010,female,19.6,174.9,59.3,0.178,4,21.2,68.8,-1.54,east,0,dry,spring,11.487
R055,A0243,female,24.9,175.4,59.9,0.185,3,17.9,48.2,0.01,se,0,dry,spring,11.994
R055,A0113,female,22.3,164.8,60.6,0.168,7,20.4,75.0,0.44,west,800,dry,spring,11.103
R055,A0242,female,25.9,159.9,60.8,0.195,8,21.4,62.9,1.78,south,100,synthetic,autumn,11.187
R055,A0275,male,22.2,183.1,78.4,0.161,2,29.8,75.3,0.72,west,800,dry,summer,10.16
R055,A0126,male,23.1,182.3,71.0,0.192,1,28.0,68.2,-0.8,sw,0,dry,spring,10.153
R055,A0269,male,26.8,185.0,76.8,0.168,6,23.7,48.6,-1.27,nw,50,dry,spring,10.334
R055,A0145,male,26.6,177.7,66.9,0.159,3,27.4,83.6,0.33,se,50,dry,summer,9.825
R055,A0155,female,22.3,158.8,56.8,0.186,3,23.4,41.6,0.75,ne,200,dry,spring,11.109
R055,A0028,male,26.3,183.2,78.4,0.163,2,12.0,64.7,0.99,sw,50,dry,autumn,10.147
R055,A0109,male,21.5,173.6,74.9,0.135,4,27.6,35.3,-0.34,nw,200,dry,summer,10.123
R055,A0099,male,24.0,177.2,75.7,0.18,6,26.1,56.3,0.54,sw,200,dry,summer,10.109
R055,A0291,male,22.0,183.2,78.7,0.201,5,18.1,52.7,0.54,se,400,dry,spring,10.163
R055,A0294,male,18.6,174.3,80.4,0.17,4,24.3,43.8,-0.16,sw,800,dry,spring,10.173
R055,A0137,male,24.3,179.8,67.2,0.155,3,18.4,79.2,-0.2,sw,0,wet,spring,10.126
R055,A0292,male,25.7,174.3,78.1,0.159,6,26.6,62.3,0.56,sw,400,synthetic,summer,10.338
R055,A0243,female,24.9,175.4,59.9,0.168,6,25.9,71.4,-2.5,sw,0,wet,summer,12.176
R055,A0181,male,19.4,190.4,79.4,0.163,8,13.7,57.3,0.91,north,0,dry,autumn,10.267
R055,A0025,male,27.8,175.8,78.8,0.166,6,21.0,85.8,0.68,se,200,synthetic,spring,9.922
R055,A0267,female,23.1,174.0,59.3,0.161,5,22.7,63.2,-0.37,west,0,dry,autumn,11.538
R055,A0270,male,29.7,165.5,77.4,0.18,2,23.2,73.5,0.93,north,1600,dry,spring,9.754
R055,A0279,female,22.4,174.6,53.6,0.175,6,23.9,60.3,1.1,sw,200,dry,spring,11.37
R055,A0084,male,24.1,181.4,74.4,0.159,7,26.4,48.1,-0.81,ne,0,dry,summer,10.047
R055,A0255,male,22.1,185.2,72.7,0.152,2,16.9,55.1,-0.64,ne,1200,wet,autumn,10.322
R055,A0239,female,25.1,167.1,62.4,0.186,8,17.7,58.3,-1.17,south,400,dry,spring,11.45
R056,A0070,female,20.2,165.9,59.8,0.161,5,16.3,43.0,1.4,east,50,dry,spring,11.27
R056,A0091,male,21.5,180.7,73.9,0.166,2,19.2,84.2,-1.85,west,0,dry,autumn,10.234
R056,A0191,male,23.3,179.9,79.6,0.162,7,28.4,63.0,0.91,sw,800,wet,summer,10.22
R056,A0226,male,20.9,185.9,81.6,0.166,5,17.5,50.6,0.21,east,1200,dry,spring,9.921
R056,A0011,male,25.5,174.4,75.9,0.192,8,29.5,64.0,-0.17,west,200,dry,summer,10.069
R056,A0228,male,20.4,178.1,80.7,0.212,6,27.3,63.8,-0.43,east,400,synthetic,summer,10.187
R056,A0188,male,24.2,182.1,80.7,0.194,5,20.0,41.4,1.03,east,200,dry,autumn,9.989
R056,A0163,female,24.8,168.4,59.6,0.173,1,17.3,72.3,0.34,south,0,dry,spring,10.999
R056,A0208,female,26.0,168.9,60.4,0.164,1,20.7,89.1,1.29,sw,200,dry,autumn,11.278
R056,A0069,male,21.5,181.8,78.9,0.18,7,19.0,80.4,-0.63,ne,0,heavy,spring,10.329
R056,A0065,male,26.7,179.2,85.3,0.168,8,19.9,78.5,-0.74,south,400,wet,spring,10.347
R056,A0178,male,25.5,177.3,73.7,0.171,5,30.1,88.8,-0.36,se,200,synthetic,summer,10.152
R056,A0232,male,24.6,171.3,72.0,0.15,8,19.7,69.4,-0.26,nw,50,wet,spring,9.918
R056,A0247,male,33.2,187.5,80.0,0.135,2,25.9,59.9,0.25,east,0,synthetic,spring,10.113
R056,A0087,female,24.4,163.8,59.2,0.15,1,19.0,59.0,-0.1,se,0,dry,spring,11.401
R056,A0161,male,20.0,178.8,77.2,0.207,2,14.5,53.6,-1.13,ne,50,dry,autumn,10.72
R056,A0059,male,23.4,184.1,72.2,0.17,6,29.8,46.9,-0.2,sw,400,synthetic,summer,10.192
R056,A0020,male,26.8,177.2,83.5,0.145,5,27.5,57.7,-0.31,west,0,synthetic,summer,9.843
R056,A0031,female,25.6,161.1,60.3,0.213,6,18.5,63.8,1.62,east,100,synthetic,autumn,10.837
R056,A0037,male,22.7,183.3,69.0,0.206,7,12.9,36.8,0.76,nw,400,dry,autumn,10.408
R056,A0279,female,22.4,174.6,53.6,0.183,5,25.9,49.2,0.95,south,800,dry,summer,11.348
R056,A0021,female,26.5,164.8,57.4,0.162,1,27.2,86.2,-0.21,north,1600,dry,summer,11.485
R056,A0064,male,21.9,183.2,85.0,0.191,1,22.4,80.0,-0.99,nw,200,dry,autumn,10.223
R056,A0134,male,22.8,187.2,73.6,0.142,8,30.9,79.0,-0.3,north,800,synthetic,summer,9.916
R056,A0099,male,24.0,177.2,75.7,0.189,5,32.5,50.2,0.45,sw,400,wet,summer,10.272
R056,A0012,female,27.3,168.6,64.6,0.158,7,16.9,73.9,-1.58,se,50,wet,autumn,11.344
R056,A0299,female,19.0,169.5,63.2,0.173,4,24.6,74.2,-1.57,se,400,dry,summer,11.438
R056,A0031,female,25.6,161.1,60.3,0.141,4,18.1,50.1,-1.68,sw,800,synthetic,spring,10.879
R056,A0081,female,23.8,164.4,66.4,0.17,2,19.0,56.3,-0.48,se,100,dry,spring,10.998
R056,A0003,female,21.0,166.8,63.2,0.152,3,17.5,51.9,0.86,sw,200,dry,autumn,11.468
R056,A0079,male,23.3,178.5,69.3,0.183,7,14.6,66.7,-0.49,se,800,wet,autumn,10.101
R056,A0027,male,25.3,177.2,81.4,0.149,7,24.1,78.3,-1.17,ne,50,dry,summer,10.273
R056,A0162,female,24.8,172.2,59.6,0.15,1,29.5,67.3,0.52,ne,200,dry,summer,11.633
R056,A0282,male,21.3,182.5,79.2,0.143,7,24.6,43.2,1.01,south,0,wet,spring,10.137
R056,A0195,male,21.1,180.2,72.8,0.187,6,27.2,69.9,-0.22,south,1600,synthetic,summer,10.329
R056,A0040,male,19.7,176.0,72.0,0.198,3,26.9,57.2,0.49,ne,400,dry,spring,10.32
R056,A0163,female,24.8,168.4,59.6,0.18,2,23.3,50.5,-0.98,east,400,wet,summer,11.041
R056,A0057,male,24.8,183.0,67.4,0.177,6,20.4,83.4,0.78,east,200,dry,spring,9.987
R056,A0023,male,19.4,187.1,77.8,0.168,6,25.9,47.2,-1.2,north,0,dry,summer,9.911
R056,A0225,male,23.7,179.9,75.8,0.206,6,23.7,54.0,1.6,ne,200,synthetic,summer,10.151
R057,A0007,male,22.0,184.9,77.5,0.148,7,34.0,89.6,0.95,ne,800,dry,summer,10.14
R057,A0221,female,20.1,170.7,56.4,0.161,3,27.8,58.4,-0.64,se,100,dry,summer,11.776
R057,A0206,male,19.9,172.7,77.1,0.178,2,17.9,61.2,-0.05,north,200,synthetic,spring,9.921
R057,A0170,male,22.2,184.6,81.9,0.151,8,17.8,36.4,-0.56,east,50,dry,autumn,10.082
R057,A0197,female,21.4,162.0,64.4,0.181,2,24.7,82.4,-0.14,north,0,synthetic,spring,11.871
R057,A0069,male,21.5,181.8,78.9,0.182,6,26.1,49.9,-0.26,sw,800,wet,summer,10.235
R057,A0017,male,29.3,176.8,81.2,0.122,5,19.2,84.9,-1.44,east,0,dry,spring,10.105
R057,A0043,male,21.1,179.8,71.1,0.19,6,25.4,88.2,-0.23,south,0,dry,summer,10.094
R057,A0280,female,21.7,170.8,56.9,0.151,5,27.6,73.2,0.23,ne,800,dry,summer,10.951
R057,A0112,male,22.5,179.5,72.7,0.166,6,18.9,70.9,-0.38,sw,50,synthetic,spring,10.162
R057,A0062,male,26.5,185.8,75.9,0.179,1,27.6,47.4,-1.11,west,200,dry,summer,9.999
R057,A0075,female,20.7,164.5,61.1,0.188,8,20.0,74.0,-0.81,sw,800,dry,spring,11.01
R057,A0026,female,21.7,179.3,63.8,0.173,5,22.6,60.0,0.27,south,0,wet,spring,11.296
R057,A0087,female,24.4,163.8,59.2,0.187,2,32.6,62.8,-1.0,nw,0,dry,summer,11.595
R057,A0167,male,23.7,177.1,75.1,0.196,4,17.8,55.8,-1.25,east,100,dry,autumn,10.121
R057,A0253,female,24.7,171.7,63.8,0.177,4,28.7,38.3,0.5,nw,400,dry,summer,11.504
R057,A0086,male,23.1,180.9,78.2,0.176,2,27.3,85.7,0.25,ne,100,dry,summer,9.892
R057,A0156,male,29.6,184.4,73.2,0.206,6,17.8,66.9,0.9,sw,0,synthetic,spring,9.993
R057,A0055,male,23.5,182.9,67.9,0.203,6,16.0,67.2,-0.11,sw,100,dry,spring,10.036
R057,A0235,male,25.8,173.5,70.0,0.16,6,20.7,84.8,-0.44,nw,1200,wet,autumn,9.807
R057,A0170,male,22.2,184.6,81.9,0.159,3,24.5,69.0,-1.49,north,800,dry,summer,10.135
R057,A0037,male,22.7,183.3,69.0,0.159,3,23.1,46.9,-0.29,east,800,dry,spring,10.343
R057,A0154,male,24.5,174.2,78.5,0.15,2,26.1,45.3,-0.24,north,100,synthetic,summer,10.367
R057,A0031,female,25.6,161.1,60.3,0.194,7,25.9,76.1,-1.61,se,100,synthetic,summer,11.055
R057,A0049,male,24.3,192.6,78.6,0.164,3,23.4,61.3,0.75,se,1600,heavy,spring,10.012
R057,A0073,male,23.9,181.0,74.1,0.174,6,30.9,61.4,1.46,south,800,synthetic,summer,9.747
R057,A0016,male,22.0,192.3,77.9,0.19,3,23.0,39.4,-0.21,south,200,wet,autumn,10.084
R057,A0208,female,26.0,168.9,60.4,0.174,4,17.0,41.7,1.07,nw,0,dry,spring,11.299
R057,A0158,female,24.3,157.2,59.9,0.173,6,28.5,84.8,-0.45,se,1600,dry,summer,10.887
R057,A0138,female,26.3,174.2,58.4,0.186,3,15.8,70.9,0.79,se,1200,dry,spring,11.177
R057,A0231,female,30.7,168.6,62.1,0.163,3,21.3,41.7,-0.32,sw,200,dry,spring,11.048
R057,A0166,female,19.2,166.5,66.4,0.194,8,32.9,51.3,0.94,nw,0,synthetic,summer,11.241
R057,A0076,female,19.3,164.7,62.0,0.159,6,22.5,86.4,-0.6,south,800,dry,summer,11.513
R057,A0242,female,25.9,159.9,60.8,0.145,4,22.9,72.5,0.02,ne,0,dry,summer,11.21
R057,A0293,female,21.7,162.8,47.9,0.199,6,15.3,68.7,-0.32,west,50,dry,autumn,11.424
R057,A0144,male,21.7,170.6,74.8,0.168,3,24.4,87.4,0.78,sw,100,dry,summer,10.554
R057,A0119,female,28.5,169.7,57.4,0.181,4,17.2,42.6,0.71,nw,50,dry,spring,11.034
R057,A0014,male,23.0,182.5,71.7,0.148,4,26.5,42.8,-0.39,ne,400,synthetic,summer,10.248
R057,A0141,female,22.0,162.5,58.8,0.162,5,17.5,89.6,-0.18,east,1200,dry,autumn,11.042
R057,A0107,male,25.2,181.2,69.2,0.132,3,19.8,53.5,-0.75,nw,1600,dry,autumn,9.762
R058,A0219,female,20.2,162.1,52.9,0.15,8,26.0,63.4,0.95,east,800,synthetic,summer,10.778
R058,A0230,female,23.4,170.9,61.1,0.17,5,29.5,70.3,0.89,south,0,dry,summer,11.261
R058,A0195,male,21.1,180.2,72.8,0.181,2,31.6,49.7,1.14,south,50,dry,summer,10.35
R058,A0004,male,25.9,181.2,76.4,0.217,6,25.5,46.5,-0.71,west,800,dry,summer,10.681
R058,A0026,female,21.7,179.3,63.8,0.182,4,21.0,35.6,-2.06,north,50,synthetic,spring,11.49
R058,A0249,female,23.5,171.4,56.1,0.181,3,19.9,41.9,0.23,nw,1600,synthetic,spring,11.208
R058,A0255,male,22.1,185.2,72.7,0.133,5,21.1,61.6,0.22,ne,400,dry,summer,10.156
R058,A0207,male,18.9,181.1,85.3,0.192,7,16.1,72.5,-0.73,se,100,wet,autumn,10.128
R058,A0215,female,23.6,155.2,61.5,0.188,6,26.9,66.0,1.14,north,1600,wet,summer,10.819
R058,A0189,male,30.2,182.6,75.6,0.187,6,24.6,56.1,-0.76,north,200,wet,summer,10.149
R058,A0058,male,22.1,185.5,81.3,0.135,2,16.8,79.2,-1.44,east,0,dry,autumn,10.535
R058,A0279,female,22.4,174.6,53.6,0.156,3,27.6,48.7,1.82,south,800,synthetic,summer,11.284
R058,A0149,male,21.5,183.9,76.0,0.17,2,23.3,67.4,0.13,nw,0,synthetic,summer,10.06
R058,A0297,female,21.7,166.9,60.8,0.157,3,20.6,73.2,2.36,nw,50,dry,spring,11.019
R058,A0112,male,22.5,179.5,72.7,0.158,4,22.5,84.8,-0.58,ne,50,wet,summer,10.27
R058,A0036,female,20.0,170.8,59.3,0.198,7,17.0,45.6,-0.69,sw,50,dry,autumn,10.97
R058,A0274,female,22.1,164.2,60.9,0.161,3,14.6,50.1,-0.34,east,100,synthetic,spring,11.284
R058,A0228,male,20.4,178.1,80.7,0.147,7,27.6,71.9,0.35,ne,200,dry,summer,10.093
R058,A0246,female,22.3,173.2,63.8,0.194,2,17.5,39.8,-0.23,sw,400,dry,autumn,11.602
R058,A0233,male,23.7,178.2,81.5,0.163,2,19.3,75.7,0.39,south,1600,wet,spring,10.136
R058,A0125,male,23.9,181.7,79.6,0.159,7,21.9,80.4,-1.51,ne,100,dry,spring,10.148
R058,A0184,female,26.3,161.4,57.8,0.189,6,31.5,44.1,-0.7,south,200,dry,summer,11.491
R058,A0011,male,25.5,174.4,75.9,0.179,4,16.3,53.1,0.01,ne,800,wet,spring,10.023
R058,A0272,female,21.6,171.6,58.8,0.191,2,31.8,66.5,1.61,ne,200,dry,summer,10.98
R058,A0179,female,23.6,167.9,66.9,0.12,1,15.1,58.0,0.92,nw,100,dry,spring,11.351
R058,A0240,male,18.0,182.4,73.2,0.164,5,24.3,73.4,0.06,west,400,dry,autumn,9.943
R058,A0246,female,22.3,173.2,63.8,0.145,1,19.7,36.8,0.08,sw,50,heavy,spring,11.597
R058,A0171,female,20.9,167.1,64.7,0.179,6,29.5,50.7,-0.08,north,0,dry,summer,11.288
R058,A0052,female,29.8,160.1,63.0,0.162,6,24.8,77.7,-0.48,north,0,synthetic,autumn,11.26
R058,A0038,male,24.4,190.1,77.2,0.152,7,22.5,66.4,-0.57,nw,50,dry,summer,10.286
R058,A0060,male,22.5,182.5,87.8,0.152,4,26.2,77.8,0.18,north,1200,synthetic,spring,10.049
R058,A0183,female,22.9,168.1,52.8,0.206,4,23.8,62.0,-0.33,west,0,dry,spring,11.306
R058,A0012,female,27.3,168.6,64.6,0.142,4,22.8,87.0,-0.72,sw,100,dry,summer,11.257
R058,A0174,male,25.9,182.0,70.2,0.168,4,30.4,86.5,-0.06,sw,200,dry,summer,10.36
R058,A0128,female,22.6,167.7,61.0,0.164,7,23.6,83.4,1.3,west,100,synthetic,summer,11.367
R058,A0160,female,26.5,180.5,60.0,0.186,4,25.4,52.2,0.54,west,0,synthetic,summer,11.045
R058,A0043,male,21.1,179.8,71.1,0.165,2,21.2,80.0,-0.24,south,200,wet,spring,10.02
R058,A0256,male,20.8,181.2,76.0,0.174,2,21.8,42.9,0.05,sw,100,dry,autumn,10.008
R058,A0121,female,22.2,158.0,55.2,0.174,7,16.3,40.2,0.36,nw,0,dry,autumn,11.25
R058,A0269,male,26.8,185.0,76.8,0.177,2,24.1,50.2,0.17,sw,50,dry,spring,10.272
R059,A0268,female,23.1,164.7,57.0,0.201,4,13.9,79.4,2.47,nw,0,synthetic,autumn,11.058
R059,A0051,female,24.9,172.6,54.0,0.179,6,24.4,42.4,-0.23,se,200,dry,summer,11.425
R059,A0253,female,24.7,171.7,63.8,0.202,8,24.2,39.2,-0.54,nw,100,synthetic,summer,11.635
R059,A0204,female,24.4,166.3,54.0,0.208,7,31.7,85.5,0.79,nw,1200,dry,summer,11.351
R059,A0241,female,24.9,161.1,62.6,0.16,5,13.1,57.3,0.03,south,0,wet,autumn,11.311
R059,A0060,male,22.5,182.5,87.8,0.156,2,27.0,63.4,0.31,se,800,dry,summer,10.11
R059,A0078,male,23.4,190.8,82.4,0.162,7,27.9,49.2,-1.91,se,0,dry,summer,10.367
R059,A0058,male,22.1,185.5,81.3,0.144,5,23.8,46.4,-0.18,se,800,dry,summer,10.318
R059,A0007,male,22.0,184.9,77.5,0.177,3,18.6,78.2,0.42,se,50,wet,autumn,10.104
R059,A0181,male,19.4,190.4,79.4,0.142,8,19.2,72.7,-0.07,se,100,wet,autumn,10.273
R059,A0111,male,24.7,183.3,83.3,0.196,5,17.2,51.0,-1.06,nw,0,dry,autumn,10.173
R059,A0189,male,30.2,182.6,75.6,0.134,5,19.0,89.3,-1.03,south,200,dry,spring,10.099
R059,A0183,female,22.9,168.1,52.8,0.141,5,28.7,48.4,-1.12,ne,0,synthetic,summer,11.358
R059,A0234,male,23.3,174.4,74.9,0.164,1,22.0,38.5,-0.2,sw,50,dry,autumn,10.32
R059,A0124,male,21.0,185.6,76.8,0.179,5,21.1,47.5,0.99,ne,0,dry,spring,9.872
R059,A0243,female,24.9,175.4,59.9,0.197,6,16.8,48.8,1.73,north,200,synthetic,spring,11.8
R059,A0219,female,20.2,162.1,52.9,0.135,5,23.4,42.9,0.57,north,0,dry,summer,10.845
R059,A0006,male,24.6,175.0,83.0,0.177,8,21.3,46.9,-1.46,north,800,synthetic,spring,10.05
R059,A0212,female,23.1,174.0,58.6,0.133,3,21.0,74.5,-0.59,east,1200,dry,summer,11.206
R059,A0130,male,28.6,186.6,71.3,0.159,6,18.4,77.1,-0.24,se,400,dry,autumn,10.187
R059,A0058,male,22.1,185.5,81.3,0.205,5,22.6,46.0,-1.23,west,400,dry,spring,10.493
R059,A0279,female,22.4,174.6,53.6,0.165,7,21.5,53.9,0.74,sw,800,dry,summer,11.385
R059,A0300,male,19.0,182.1,73.3,0.19,2,25.6,49.8,-0.22,ne,50,synthetic,summer,10.113
R059,A0262,female,19.2,168.7,62.8,0.173,7,20.8,74.3,1.53,ne,0,wet,summer,11.36
R059,A0204,female,24.4,166.3,54.0,0.162,7,19.7,74.5,0.51,south,800,dry,summer,11.139
R059,A0199,female,23.6,175.7,55.1,0.201,5,18.2,76.2,-1.22,east,50,dry,autumn,11.542
R059,A0252,male,24.6,190.4,76.6,0.166,4,20.8,72.1,0.35,north,1600,synthetic,autumn,9.781
R059,A0151,female,21.4,171.5,55.1,0.146,7,23.0,56.1,-0.36,ne,800,heavy,spring,11.799
R059,A0064,male,21.9,183.2,85.0,0.165,7,21.5,48.2,1.56,ne,1200,dry,summer,9.884
R059,A0274,female,22.1,164.2,60.9,0.144,2,16.8,58.3,2.5,sw,0,wet,autumn,11.154
R059,A0225,male,23.7,179.9,75.8,0.202,2,23.7,83.2,2.02,se,0,synthetic,spring,10.188
R059,A0031,female,25.6,161.1,60.3,0.189,5,17.4,78.5,1.1,sw,0,dry,autumn,10.895
R059,A0126,male,23.1,182.3,71.0,0.162,6,21.4,69.1,-1.77,nw,200,heavy,autumn,10.203
R059,A0019,male,20.2,176.9,76.5,0.139,6,19.5,68.2,-0.63,south,200,dry,autumn,10.25
R059,A0076,female,19.3,164.7,62.0,0.176,3,20.5,40.7,0.08,east,200,wet,autumn,11.512
R059,A0007,male,22.0,184.9,77.5,0.146,3,17.5,88.4,0.13,east,200,dry,autumn,10.14
